text,polarity,id,polarity_nb,polarity_svm,polarity_gpt
"despite its floating narrative , this is a remarkably accessible and haunting film .",positive,3449,positive,positive,1
". . . while dark water isn't a complete wash ( no pun intended ) , watched side-by-side with ringu , it ultimately comes off as a pale successor .",positive,3452,positive,positive,2
"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again .",positive,3454,positive,positive,1
"if you're looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film .",positive,3457,positive,positive,1
. . . quite endearing .,positive,3461,negative,negative,1
this story of a determined woman's courage to find her husband in a war zone offers winning performances and some effecting moments .,positive,3464,positive,positive,1
this slight premise . . . works because of the ideal casting of the masterful british actor ian holm as the aged napoleon .,positive,3470,positive,positive,1
"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey",positive,3472,positive,positive,1
"it works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .",positive,3475,positive,negative,1
most of the things that made the original men in black such a pleasure are still there .,positive,3480,positive,positive,1
[westbrook] makes a wonderful subject for the camera .,positive,3483,positive,positive,1
"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness .",positive,3486,positive,negative,2
"a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter .",positive,3491,positive,positive,1
"more intimate than spectacular , e . t . is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .",positive,3493,positive,positive,1
"if you're burnt out on it's a wonderful life marathons and bored with a christmas carol , it might just be the movie you're looking for . it depends on how well flatulence gags fit into your holiday concept .",positive,3495,negative,negative,2
moonlight mile doesn't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,positive,3496,positive,positive,1
"the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",positive,3508,positive,positive,1
maintains your interest until the end and even leaves you with a few lingering animated thoughts .,positive,3509,positive,positive,1
"there is a beautiful , aching sadness to it all . paul cox needed to show it . it is up to you to decide if you need to see it .",positive,3510,positive,positive,2
"reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining .",positive,3515,positive,positive,1
"an earnest , roughshod document , it serves as a workable primer for the region's recent history , and would make a terrific 10th-grade learning tool .",positive,3516,positive,positive,1
samuel beckett applied to the iranian voting process .,positive,3517,positive,positive,1
"tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",positive,3521,negative,positive,1
"it is a challenging film , if not always a narratively cohesive one .",positive,3524,positive,positive,2
"a rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",positive,3526,positive,positive,1
"as they used to say in the 1950s sci-fi movies , signs is a tribute to shyamalan's gifts , which are such that we'll keep watching the skies for his next project .",positive,3528,negative,positive,1
"maid in manhattan might not look so appealing on third or fourth viewing down the road . . . but as a high concept vehicle for two bright stars of the moment who can rise to fans' lofty expectations , the movie passes inspection .",positive,3534,negative,negative,1
"an old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .",positive,3555,positive,positive,1
